user_id,product_id,rating
5,205,1
5,217,2
5,460,2
5,347,2
5,260,1
5,476,4
5,394,2
5,605,1
5,968,3
5,813,4
5,806,3
5,176,3
5,142,5
6,939,5
6,379,4
6,621,1
6,788,1
6,90,3
6,559,4
6,174,5
6,48,5
6,14,5
6,669,2
6,671,5
6,210,3
6,482,4
6,492,2
6,784,2
6,910,5
6,18,3
6,546,2
6,915,1
6,232,1
6,295,2
6,668,1
6,374,3
6,285,1
6,845,2
6,534,5
6,114,1
6,547,3
6,340,1
6,192,1
6,665,1
6,300,3
6,677,3
7,327,2
7,495,2
7,455,3
7,140,4
7,557,2
7,904,3
7,675,2
7,944,3
7,211,3
7,980,1
7,487,2
7,419,1
7,439,3
7,503,3
7,674,1
7,524,3
7,529,5
7,506,4
7,911,4
7,416,1
7,40,3
7,155,4
7,474,2
7,545,4
7,258,3
7,953,1
7,221,3
7,436,4
7,216,3
7,930,3
7,990,3
7,53,2
7,318,5
7,425,5
7,669,5
7,655,4
7,60,4
7,61,5
8,518,4
8,951,1
8,458,4
8,529,4
8,793,1
8,786,2
8,732,5
8,176,4
8,340,4
8,233,5
8,726,2
8,689,2
8,937,5
8,913,4
8,622,5
8,197,5
8,236,5
8,502,4
8,763,4
8,862,2
9,75,4
9,732,2
9,495,2
9,550,1
9,308,3
9,207,2
9,70,1
9,356,3
9,536,5
9,839,4
9,277,3
9,904,2
9,303,1
9,185,2
9,864,4
9,35,5
9,534,5
9,434,1
9,953,5
9,141,2
9,900,3
9,587,1
9,585,2
9,777,3
9,568,4
9,570,5
9,139,2
9,163,3
9,272,5
9,757,3
9,497,3
10,975,4
10,614,2
10,749,5
10,664,5
10,448,3
10,399,2
10,593,3
10,258,5
10,618,4
10,479,2
10,686,3
10,961,2
10,325,3
10,152,2
10,509,1
10,625,1
10,751,2
10,996,4
10,118,3
10,628,2
10,475,2
10,344,5
10,281,5
10,290,5
10,320,2
10,370,4
10,808,3
10,860,4
10,365,5
11,782,4
11,493,5
11,670,4
11,638,4
11,898,5
11,835,1
11,928,4
11,355,2
11,169,2
11,287,2
11,118,1
11,255,3
11,443,3
11,183,5
11,531,4
11,57,4
11,457,4
11,4,1
11,302,5
11,411,4
11,353,4
11,123,5
11,691,1
11,55,2
11,955,2
11,889,1
11,882,2
11,158,2
11,14,2
11,884,3
11,809,4
11,594,2
11,659,1
11,38,3
11,359,2
11,927,3
11,432,1
11,521,2
11,673,3
11,933,5
11,597,5
12,565,3
12,769,3
12,908,1
12,237,4
12,141,2
12,344,2
12,47,2
12,601,2
12,357,5
12,60,3
12,812,4
12,283,1
12,675,2
12,78,2
12,642,3
12,833,4
12,943,2
12,44,1
12,343,1
12,134,5
12,558,4
12,526,2
12,904,2
12,682,2
12,883,4
12,373,1
12,223,5
12,17,3
12,216,3
12,229,5
12,824,3
12,179,1
12,70,5
12,1000,5
12,783,1
13,836,5
13,814,1
13,592,4
13,584,5
13,289,4
13,472,3
13,881,2
13,611,3
13,522,4
13,853,3
13,915,3
13,1000,5
13,93,4
13,244,5
13,188,4
13,232,1
13,275,2
13,132,1
13,301,1
13,206,1
13,80,5
13,381,2
13,118,2
13,178,2
13,17,3
13,437,4
13,47,2
13,240,1
13,877,3
13,883,2
13,347,3
13,633,5
13,911,2
13,598,2
13,556,5
13,959,3
13,784,1
13,652,5
13,107,2
13,649,3
14,763,1
14,56,2
14,723,5
14,10,2
14,504,2
14,28,2
14,488,4
14,810,2
14,430,3
14,818,5
14,918,5
14,374,2
14,612,2
14,999,2
14,515,4
14,202,2
14,401,3
14,277,1
14,537,3
14,652,4
14,851,4
14,926,3
14,676,1
14,964,1
14,577,1
14,354,2
14,976,5
14,1,2
14,827,2
14,197,2
14,898,5
14,348,4
14,555,2
14,389,5
14,738,3
15,302,5
15,747,5
15,147,2
15,200,1
15,193,4
15,207,4
15,908,5
15,551,1
15,914,1
15,739,1
15,882,5
15,298,5
15,10,1
15,410,5
15,162,2
15,145,5
15,496,3
15,52,3
15,412,2
15,335,1
15,750,2
15,482,2
15,220,5
15,748,4
15,795,5
15,850,3
15,685,5
15,920,4
15,812,2
15,906,1
15,243,4
15,669,1
15,542,5
15,564,5
15,983,5
15,875,3
15,963,5
15,447,3
15,576,5
15,138,5
15,599,2
15,534,1
15,166,4
15,848,1
15,471,2
16,847,3
16,914,5
16,268,2
16,691,1
16,488,5
16,603,4
16,727,3
16,470,3
16,163,3
16,749,2
16,999,4
16,717,2
16,609,1
16,584,5
16,534,4
16,710,4
16,401,3
16,812,5
16,811,2
16,910,1
16,866,1
16,40,4
16,421,3
16,518,2
16,731,1
16,314,3
16,588,4
16,563,3
16,844,2
16,795,3
16,631,1
16,391,2
16,726,2
16,885,2
16,440,1
16,943,3
16,124,1
16,757,3
16,367,1
16,921,3
16,204,5
16,664,1
16,596,4
16,38,1
17,338,3
17,365,4
17,511,2
17,988,2
17,580,3
17,474,1
17,441,3
17,143,3
17,333,5
17,854,3
17,54,5
17,653,3
17,578,1
17,849,1
17,581,1
17,861,1
17,768,1
17,995,3
17,377,3
17,122,2
17,38,2
17,680,1
17,145,2
17,101,5
17,346,2
17,775,5
17,23,5
17,928,1
17,777,2
17,710,5
17,790,4
17,405,5
17,939,1
17,912,5
18,56,5
18,315,5
18,304,2
18,87,2
18,872,5
18,827,4
18,882,1
18,171,4
18,701,5
18,935,1
18,132,4
18,204,1
18,936,3
18,625,2
18,626,4
18,212,2
18,97,1
18,926,5
18,208,4
18,684,1
18,75,5
18,382,3
19,294,2
19,685,3
19,57,2
19,990,2
19,905,5
19,443,4
19,997,3
19,298,3
19,415,3
19,630,4
19,790,5
19,711,3
19,444,4
19,814,1
19,382,1
19,121,5
19,110,4
19,446,2
19,811,4
19,341,1
19,731,4
19,839,1
19,871,3
19,648,1
19,368,4
19,21,1
19,843,5
19,405,3
19,516,5
19,182,4
19,863,2
19,708,4
19,24,2
19,99,5
19,22,4
19,530,4
19,78,2
19,955,3
19,140,3
19,913,5
20,913,4
20,853,5
20,904,4
20,558,5
20,941,1
20,650,5
20,253,5
20,993,1
20,557,1
20,420,3
20,868,3
20,294,2
20,374,2
20,950,4
20,130,3
20,915,1
20,141,5
20,204,5
20,715,3
20,208,4
20,88,1
20,441,3
20,860,4
20,548,4
20,884,2
20,948,3
20,444,5
20,559,2
20,259,5
20,484,4
20,370,5
20,644,4
20,542,4
20,556,2
20,659,3
20,348,3
20,709,1
21,214,3
21,581,4
21,861,1
21,79,2
21,334,4
21,49,5
21,762,4
21,462,1
21,682,2
21,813,5
21,734,3
21,715,2
21,182,4
21,860,4
21,363,4
21,250,4
21,312,4
21,755,1
21,137,1
21,905,1
22,952,1
22,228,2
22,245,3
22,724,3
22,708,1
22,361,4
22,402,4
22,397,5
22,883,5
22,197,2
22,964,2
22,31,4
22,430,2
22,518,1
22,940,5
22,205,3
22,251,1
22,111,2
22,68,1
22,516,3
22,710,3
22,899,2
22,442,2
22,358,5
22,787,3
22,738,2
22,965,1
22,313,2
22,457,3
22,834,2
22,529,4
22,985,2
22,241,1
22,907,3
22,683,3
22,134,1
22,352,5
22,363,2
22,861,4
22,253,4
22,921,1
22,562,4
23,17,3
23,122,1
23,599,4
23,655,2
23,971,3
23,750,5
23,622,1
23,94,4
23,282,1
23,329,2
23,417,2
23,965,5
23,30,2
23,364,3
23,493,5
23,807,2
23,636,3
23,135,1
23,452,1
23,89,4
23,149,3
23,302,1
23,126,3
23,398,2
23,797,3
23,751,4
23,839,2
23,242,4
23,754,2
23,632,1
23,911,2
23,666,4
23,439,5
24,436,1
24,642,3
24,328,5
24,428,4
24,417,5
24,51,4
24,49,4
24,482,2
24,851,3
24,852,4
24,671,4
24,383,1
24,859,5
24,384,3
24,534,2
24,735,5
24,536,3
24,950,1
24,621,2
24,478,3
24,358,4
24,956,5
24,538,4
24,581,5
24,985,5
24,668,1
24,45,5
24,808,4
24,123,1
24,30,1
24,955,1
25,48,5
25,528,2
25,954,2
25,979,2
25,745,2
25,639,4
25,75,5
25,377,5
25,242,3
25,212,2
25,599,2
25,818,5
25,573,3
25,476,1
25,963,2
25,649,5
25,876,4
25,601,1
25,877,3
25,511,5
25,329,3
25,579,3
25,413,1
25,815,2
25,397,2
25,830,2
25,826,1
25,46,1
25,976,2
25,109,3
25,87,2
25,608,2
25,787,4
25,680,4
25,754,2
25,527,5
26,943,5
26,929,5
26,775,1
26,516,1
26,855,4
26,780,5
26,951,4
26,297,1
26,501,5
26,785,3
26,393,4
26,367,3
26,24,1
26,945,1
26,204,3
26,896,2
26,31,4
26,595,5
26,941,5
26,93,4
26,26,3
27,216,5
27,900,2
27,683,5
27,205,4
27,385,4
27,211,1
27,971,2
27,950,5
27,617,5
27,708,4
27,35,4
27,339,1
27,585,5
27,606,5
27,418,2
27,794,4
27,272,5
27,499,1
27,755,5
27,197,4
27,322,5
27,419,4
28,919,3
28,301,4
28,325,3
28,784,1
28,357,3
28,986,5
28,796,3
28,326,2
28,618,3
28,281,5
28,692,3
28,823,1
28,607,2
28,899,3
28,708,1
28,253,2
28,222,4
28,793,4
28,171,1
28,916,5
28,58,2
28,633,1
28,107,5
28,356,2
28,989,5
28,457,1
28,686,3
28,127,3
28,71,5
28,767,1
28,351,4
28,526,2
28,568,5
28,443,4
28,245,3
28,591,1
28,725,4
28,252,5
28,122,5
28,335,5
28,199,3
28,804,4
28,620,3
29,390,1
29,242,5
29,153,3
29,95,1
29,880,3
29,640,4
29,26,5
29,996,5
29,12,5
29,705,3
29,885,3
29,895,5
29,716,3
29,622,5
29,693,3
29,868,1
29,544,4
29,344,5
29,124,5
29,220,3
29,650,3
29,107,3
29,541,1
29,424,2
29,79,3
29,485,2
29,680,2
29,560,3
29,647,4
30,149,2
30,309,1
30,91,4
30,871,5
30,326,4
30,385,5
30,898,4
30,611,1
30,13,1
30,713,4
30,844,5
30,667,5
30,777,3
30,280,2
30,183,2
30,266,2
30,124,4
30,591,4
30,277,3
30,820,4
30,823,1
30,829,1
30,661,5
30,902,4
30,949,4
30,308,1
30,577,1
30,338,3
31,648,4
31,206,2
31,933,5
31,207,3
31,820,3
31,210,3
31,239,3
31,673,5
31,801,5
31,635,1
31,86,2
31,826,2
31,706,3
31,374,4
31,679,3
31,585,1
31,867,3
31,908,2
31,64,3
31,991,4
31,506,4
31,472,1
31,31,5
31,649,3
31,155,3
31,605,5
31,172,3
31,920,5
31,385,1
31,708,3
31,630,4
31,610,2
31,613,1
31,2,5
32,144,2
32,831,4
32,638,2
32,2,3
32,642,2
32,957,1
32,874,3
32,977,4
32,942,5
32,883,5
32,4,5
32,73,4
32,708,1
32,681,2
32,129,3
32,11,5
32,810,1
32,577,4
32,351,1
32,363,2
32,705,1
32,55,2
32,203,2
32,119,3
32,703,4
32,147,4
32,185,4
32,844,1
32,613,5
32,869,1
32,105,4
32,347,3
32,411,3
32,459,2
32,748,4
32,167,5
32,265,1
33,806,5
33,631,1
33,648,1
33,402,3
33,59,4
33,651,5
33,917,4
33,671,3
33,836,4
33,627,3
33,531,3
33,78,5
33,653,4
33,32,2
33,286,4
33,910,4
33,557,5
33,731,1
33,468,5
33,461,4
33,95,5
33,552,1
33,271,4
33,654,5
33,90,1
33,189,1
33,875,4
33,602,3
33,825,5
33,346,3
33,808,3
33,246,3
33,349,5
33,704,2
33,401,3
33,176,2
33,437,3
33,410,3
33,76,1
33,327,3
33,79,1
33,51,4
33,793,2
33,474,2
34,262,4
34,472,5
34,403,2
34,542,1
34,526,2
34,892,1
34,695,2
34,253,1
34,893,3
34,977,3
34,413,3
34,690,5
34,405,1
34,190,3
34,683,5
34,238,3
34,242,3
34,338,1
34,416,5
34,456,1
34,969,3
34,644,2
34,918,1
34,554,1
34,685,2
34,982,2
34,75,3
34,974,5
34,500,5
34,443,2
34,521,4
34,771,5
34,838,1
34,29,2
34,756,5
34,82,5
34,485,1
34,333,5
34,471,4
34,807,1
34,337,2
34,411,1
35,234,1
35,530,3
35,776,4
35,182,5
35,255,5
35,400,3
35,950,2
35,438,3
35,316,5
35,944,3
35,187,3
35,853,1
35,266,3
35,60,2
35,985,1
35,113,4
35,13,2
35,881,1
35,433,5
35,38,2
35,193,1
35,176,4
35,867,2
35,657,1
35,525,5
35,777,3
35,844,3
35,552,3
35,387,4
35,204,3
35,450,2
35,616,2
35,965,5
35,827,5
35,369,3
35,952,4
35,947,1
35,981,4
35,648,5
35,603,4
35,545,5
35,469,2
35,910,1
35,653,1
35,142,2
36,474,5
36,212,2
36,26,5
36,285,4
36,233,5
36,957,1
36,301,1
36,870,4
36,663,1
36,595,5
36,400,2
36,879,2
36,142,4
36,444,1
36,995,5
36,773,5
36,159,4
36,187,5
36,593,1
36,126,1
36,21,4
36,866,4
36,747,5
36,988,5
37,336,3
37,80,2
37,930,4
37,493,4
37,283,3
37,593,1
37,278,3
37,78,5
37,630,4
37,176,1
37,458,5
37,509,1
37,999,3
37,632,3
37,650,2
37,353,5
37,103,3
37,439,3
37,366,3
37,292,1
37,333,5
37,361,1
37,880,2
37,701,5
37,96,3
37,979,4
37,807,1
37,726,2
37,719,5
37,634,5
37,638,5
37,994,2
37,27,4
37,715,3
37,561,3
37,201,3
37,192,4
37,554,4
38,811,2
38,487,4
38,700,2
38,524,4
38,369,5
38,953,3
38,418,5
38,47,2
38,603,4
38,973,1
38,902,2
38,596,2
38,495,4
38,566,3
38,710,3
38,184,2
38,236,2
38,459,3
38,975,5
38,766,2
38,477,5
38,968,1
38,716,4
38,452,2
38,437,3
38,431,1
38,888,2
38,516,2
38,550,5
39,918,2
39,979,5
39,442,4
39,404,4
39,93,3
39,727,3
39,307,1
39,782,2
39,814,5
39,449,5
39,212,3
39,38,2
39,985,3
39,47,3
39,296,5
39,271,1
39,41,3
39,148,5
39,308,5
39,653,5
39,499,5
39,997,5
39,900,4
39,504,4
39,136,5
39,799,4
39,394,5
39,738,2
39,537,1
39,700,1
39,719,3
39,942,1
39,210,3
39,831,3
39,556,1
39,56,4
39,451,2
39,284,4
39,553,4
39,658,4
39,718,3
39,591,4
39,22,4
39,448,4
39,755,4
39,52,3
39,703,4
39,937,3
40,448,4
40,671,5
40,423,1
40,251,4
40,751,4
40,223,2
40,893,4
40,643,4
40,969,3
40,648,4
40,875,2
40,241,2
40,985,5
40,741,3
40,209,2
40,664,5
40,800,2
40,401,4
40,621,4
40,613,5
40,20,4
40,660,3
40,835,5
40,944,3
40,398,4
40,283,4
40,208,5
40,245,3
40,730,2
40,600,2
40,354,3
40,833,5
40,909,3
40,366,5
40,221,4
40,403,1
40,638,3
40,426,5
40,819,1
41,601,3
41,927,4
41,654,2
41,761,2
41,119,3
41,16,5
41,998,4
41,904,1
41,697,2
41,510,3
41,752,4
41,398,1
41,401,2
41,498,3
41,537,4
41,982,3
41,256,5
41,941,1
41,866,5
41,745,1
41,448,4
41,637,1
41,373,3
41,250,1
41,157,2
41,188,2
41,233,4
42,377,4
42,258,5
42,307,1
42,707,3
42,236,3
42,797,1
42,999,2
42,914,1
42,400,3
42,774,3
42,506,2
42,405,5
42,527,3
42,192,2
42,96,2
42,624,1
42,785,1
42,66,3
42,559,2
42,370,1
42,233,4
42,636,1
42,851,1
42,481,4
42,240,1
42,27,3
42,574,5
42,835,3
42,206,4
42,126,1
42,440,2
43,704,5
43,199,2
43,729,5
43,172,2
43,98,1
43,177,2
43,151,1
43,74,3
43,167,5
43,147,3
43,911,2
43,611,3
43,5,3
43,694,2
43,115,4
43,788,5
43,940,2
43,68,2
43,999,2
43,280,5
43,848,1
43,292,1
43,165,5
43,208,4
43,239,4
43,261,4
43,479,3
43,51,3
43,278,1
43,79,4
43,977,3
43,883,2
43,963,5
43,75,1
43,536,2
43,301,4
43,149,2
43,540,5
43,874,2
43,840,2
43,734,4
43,500,5
43,884,3
43,714,2
43,682,3
43,391,2
43,535,4
43,118,4
44,418,4
44,18,2
44,374,4
44,403,5
44,588,2
44,695,4
44,838,4
44,986,2
44,301,2
44,823,4
44,472,5
44,486,3
44,298,4
44,288,2
44,208,4
44,90,5
44,397,2
44,291,1
44,558,3
44,449,3
44,842,1
44,105,1
44,481,1
44,995,5
44,974,1
44,74,1
44,979,2
44,707,5
44,799,4
44,744,5
44,818,4
44,176,4
44,950,5
44,303,3
44,942,2
44,871,2
44,817,3
44,985,2
44,133,3
44,484,3
44,279,4
44,389,4
44,941,1
44,75,1
44,764,5
44,431,5
44,506,3
45,930,1
45,516,2
45,430,1
45,274,4
45,540,4
45,321,1
45,121,4
45,55,4
45,17,1
45,596,4
45,450,1
45,334,1
45,219,4
45,550,3
45,809,2
45,7,1
45,464,2
45,938,4
45,742,3
45,616,3
45,654,5
45,343,1
45,634,5
45,254,2
45,264,1
45,688,3
45,648,4
45,92,5
45,403,5
45,448,4
45,160,3
45,609,2
45,233,3
45,247,1
45,301,4
45,814,2
45,178,1
45,989,5
46,71,5
46,865,2
46,137,1
46,946,5
46,877,5
46,793,1
46,480,4
46,69,3
46,422,2
46,250,2
46,423,4
46,300,5
46,770,1
46,922,1
46,602,4
46,928,2
46,136,3
46,467,4
46,866,3
46,642,5
46,56,4
46,301,1
46,983,1
46,353,4
46,444,4
46,471,3
46,320,1
46,649,4
46,715,5
46,686,1
46,398,5
46,622,5
46,733,1
46,361,1
46,609,2
46,188,1
46,310,5
46,437,5
46,144,4
46,813,2
46,292,1
46,376,3
46,85,4
46,476,4
46,214,3
47,126,2
47,104,2
47,169,3
47,287,2
47,976,5
47,647,4
47,779,3
47,938,3
47,52,1
47,280,2
47,583,5
47,857,3
47,596,3
47,50,3
47,979,3
47,329,4
47,517,4
47,296,1
47,869,3
47,264,3
47,62,4
47,304,3
47,986,3
47,582,5
47,887,1
47,597,1
47,141,5
47,916,3
47,797,1
47,463,2
47,298,5
47,219,3
47,436,3
47,151,2
47,164,3
47,661,2
47,67,5
47,277,3
47,153,2
47,537,2
48,755,5
48,950,3
48,587,3
48,729,3
48,997,2
48,974,4
48,261,2
48,825,1
48,673,2
48,619,4
48,975,4
48,770,1
48,319,1
48,392,1
48,297,2
48,590,5
48,884,1
48,600,1
48,684,1
48,417,2
48,401,2
48,962,2
48,24,5
48,507,5
48,358,2
48,526,5
48,499,2
48,361,3
48,940,2
48,986,5
48,306,3
48,493,1
49,468,2
49,861,4
49,163,4
49,406,1
49,130,5
49,26,5
49,726,4
49,401,1
49,857,3
49,71,3
49,734,1
49,477,2
49,828,4
49,291,1
49,415,5
49,635,1
49,780,2
49,822,1
49,378,3
49,556,5
49,454,5
49,814,3
49,51,3
49,895,4
49,448,5
49,328,3
49,523,3
49,36,5
49,590,2
49,542,5
49,804,2
49,80,1
49,121,1
49,180,1
49,119,4
49,850,2
50,404,4
50,257,3
50,483,2
50,731,4
50,986,2
50,435,5
50,204,5
50,336,2
50,131,4
50,491,5
50,958,3
50,359,1
50,762,3
50,182,3
50,587,1
50,892,2
50,635,2
50,697,5
50,630,4
50,663,3
50,284,5
50,765,4
50,283,1
50,675,4
50,22,5
50,970,4
50,744,3
50,37,3
50,121,1
50,909,5
50,542,5
51,890,3
51,146,4
51,901,3
51,644,2
51,114,5
51,604,2
51,366,3
51,505,3
51,899,2
51,952,4
51,465,5
51,758,2
51,766,1
51,929,2
51,93,2
51,820,1
51,905,2
51,647,5
51,58,5
51,794,5
51,152,1
51,290,2
51,745,5
51,972,5
51,529,2
51,725,4
51,685,5
51,326,3
51,308,3
51,922,2
51,614,5
51,214,2
52,512,3
52,589,4
52,479,5
52,358,5
52,654,1
52,181,1
52,377,2
52,426,2
52,15,1
52,776,3
52,717,2
52,100,2
52,945,4
52,103,3
52,189,1
52,222,2
52,82,5
52,900,2
52,287,4
52,434,5
52,712,5
52,3,3
52,425,3
52,305,1
52,565,1
52,144,5
52,308,4
52,359,5
52,36,2
52,941,1
52,804,3
52,795,5
52,594,1
53,567,3
53,830,3
53,209,1
53,521,2
53,765,1
53,374,2
53,864,5
53,277,2
53,683,4
53,930,1
53,552,4
53,184,1
53,34,1
53,45,1
53,650,1
53,147,5
53,804,4
53,940,2
53,729,4
53,819,5
53,265,2
53,781,2
53,394,1
53,357,5
53,927,1
53,784,1
53,956,4
53,17,4
53,995,1
53,516,5
53,285,4
53,849,4
53,845,3
53,741,5
53,665,1
53,486,3
53,76,4
53,994,5
53,320,5
53,200,3
53,746,2
54,904,5
54,257,4
54,390,4
54,599,4
54,548,1
54,103,3
54,66,5
54,678,1
54,561,3
54,455,4
54,667,2
54,297,3
54,683,2
54,912,1
54,326,5
54,24,3
54,179,3
54,140,1
54,653,3
54,641,5
54,173,5
54,70,2
54,889,3
55,289,3
55,23,1
55,684,4
55,101,2
55,139,4
55,43,5
55,745,1
55,923,2
55,280,1
55,373,5
55,723,4
55,473,5
55,565,3
55,129,1
55,138,2
55,654,1
55,902,1
55,260,1
55,155,4
55,80,2
55,77,4
55,445,3
55,39,5
55,555,3
55,660,2
55,845,4
55,241,1
55,869,2
55,254,3
55,487,5
55,630,5
55,268,3
55,314,4
55,999,4
56,306,3
56,5,3
56,657,5
56,265,2
56,955,5
56,929,2
56,52,3
56,212,2
56,64,4
56,37,4
56,355,2
56,12,3
56,563,4
56,100,5
56,611,3
56,683,5
56,180,3
56,654,5
56,541,5
56,564,2
56,525,2
56,253,5
56,636,5
57,569,5
57,901,4
57,889,3
57,98,1
57,763,5
57,647,1
57,966,2
57,311,4
57,741,1
57,2,4
57,620,5
57,565,2
57,486,1
57,882,5
57,471,3
57,317,4
57,529,1
57,563,3
57,918,1
57,423,3
57,891,4
57,734,4
57,494,4
57,564,3
57,570,2
57,284,4
57,364,1
57,316,3
57,693,2
57,299,2
57,192,3
57,482,4
57,651,3
57,916,4
57,622,1
57,164,1
57,481,3
57,804,3
57,449,1
57,893,4
57,770,2
57,201,3
57,466,3
58,913,5
58,564,2
58,268,4
58,929,2
58,679,5
58,879,4
58,814,5
58,808,3
58,867,4
58,884,3
58,856,3
58,360,1
58,944,2
58,547,5
58,629,3
58,415,2
58,660,5
58,825,3
58,200,5
58,573,1
58,108,2
58,823,4
58,369,3
58,961,1
58,851,1
58,314,3
58,265,4
58,71,5
58,607,5
58,269,5
58,485,5
58,662,4
58,116,5
58,584,3
58,855,5
58,420,4
58,13,4
58,499,5
58,318,1
58,161,2
58,881,1
58,633,4
58,412,3
58,264,5
58,304,3
58,122,5
58,643,2
58,376,1
58,427,2
59,238,1
59,380,1
59,766,3
59,651,5
59,664,1
59,696,2
59,592,1
59,976,2
59,339,2
59,878,2
59,623,5
59,225,2
59,783,1
59,253,1
59,110,1
59,856,5
59,864,1
59,228,1
59,641,4
59,516,1
59,145,2
59,168,1
59,141,5
59,540,4
59,369,5
59,519,3
59,932,1
59,6,2
59,382,4
59,839,5
59,202,1
59,884,3
59,468,3
59,506,1
59,122,4
59,460,4
59,749,1
59,914,3
59,981,3
59,714,5
59,474,3
59,279,3
59,312,2
59,534,2
59,305,1
59,427,3
59,863,4
59,395,3
59,768,5
59,837,3
60,644,3
60,700,3
60,972,1
60,566,2
60,912,4
60,948,5
60,338,3
60,734,3
60,995,2
60,681,1
60,720,5
60,524,4
60,271,2
60,254,3
60,81,1
60,377,3
60,949,4
60,947,5
60,739,2
60,789,2
60,692,1
60,625,4
60,32,3
60,737,1
60,998,2
60,94,5
60,505,3
60,989,3
60,203,4
60,487,4
60,767,4
60,477,4
60,480,2
60,867,4
60,642,3
60,391,5
60,305,4
60,731,5
60,382,2
60,237,2
60,70,5
60,131,4
60,93,4
60,474,4
60,236,4
60,837,3
60,777,5
60,665,4
60,277,5
61,984,2
61,16,4
61,645,5
61,918,2
61,872,4
61,70,2
61,26,2
61,462,2
61,616,3
61,136,2
61,310,5
61,150,4
61,305,3
61,439,1
61,724,2
61,35,4
61,519,1
61,938,3
61,93,5
61,906,4
61,264,1
61,260,4
61,521,4
61,753,4
61,706,3
61,443,3
61,40,3
61,803,5
61,12,1
61,696,4
61,945,2
61,677,3
61,927,3
61,400,3
61,211,3
61,140,3
61,183,2
61,71,2
62,695,1
62,949,1
62,132,2
62,891,3
62,217,3
62,729,1
62,850,4
62,468,2
62,82,2
62,152,2
62,436,1
62,701,4
62,771,3
62,547,3
62,453,3
62,755,2
62,34,4
62,714,5
62,424,4
62,657,5
62,414,2
62,550,5
62,591,5
62,88,1
62,100,3
62,564,3
62,215,5
62,727,5
62,143,3
62,30,5
62,827,5
62,941,1
62,83,2
62,953,5
62,773,5
62,524,2
62,957,1
62,757,3
62,17,4
62,240,5
62,879,5
62,43,3
62,744,2
62,354,3
62,6,5
62,687,5
62,267,1
63,684,1
63,877,1
63,116,5
63,560,1
63,313,3
63,959,1
63,888,2
63,840,3
63,33,4
63,213,3
63,70,2
63,667,1
63,135,5
63,696,2
63,685,2
63,92,4
63,661,3
63,450,1
63,682,5
63,934,1
63,203,4
63,485,4
63,900,5
63,342,4
63,810,4
63,757,3
63,901,1
63,275,5
63,336,2
63,881,2
63,953,2
63,669,2
63,393,5
63,167,1
63,753,1
63,616,3
63,894,5
63,529,5
63,493,4
64,609,3
64,269,4
64,197,5
64,59,3
64,31,2
64,749,2
64,278,3
64,222,2
64,638,1
64,77,2
64,758,1
64,735,4
64,149,2
64,176,1
64,508,3
64,272,3
64,692,4
64,966,2
64,38,1
64,250,4
64,423,3
64,994,3
64,926,1
64,57,1
64,863,2
64,650,2
64,883,3
64,684,1
65,558,5
65,200,4
65,767,5
65,704,1
65,543,4
65,963,4
65,728,1
65,206,3
65,56,5
65,502,5
65,418,4
65,524,3
65,657,5
65,447,3
65,349,4
65,711,1
65,69,1
65,307,5
65,703,4
65,292,3
65,956,3
65,765,5
65,199,2
65,233,4
65,552,4
65,581,2
65,45,3
65,944,2
